EmpID,BiasInfluentialFactor,FitmentPercent
10303,Gender,11.58
22479,DegreeBranch,20.16
4526,NA,0.05
2417,Gender,0.05
12731,Gender,10.94
21191,Gender,17.56
12921,NA,0.06
8239,DegreeBranch,23.83
21759,NA,0.05
6841,DegreeBranch,24.23
22715,DegreeBranch,23.13
16557,YearsOfExperince,36.47
23397,DegreeBranch,0.05
22371,HighestDegree,50.97
20299,YearsOfExperince,25.42
7452,DegreeBranch,16.46
13928,YearsOfExperince,21.2
23542,NA,0.05
22364,DegreeBranch,18.55
10577,DegreeBranch,16.33
12109,YearsOfExperince,27.06
3556,DegreeBranch,17.06
7724,NA,0.05
5185,HighestDegree,34.52
23349,YearsOfExperince,27.55
12382,Gender,12.71
21654,EmpScore,18.03
23084,DegreeBranch,26.49
7717,DegreeBranch,23.26
16540,DegreeBranch,20.5
5093,NA,0.06
10828,CurrentCompanyType,0.06
3550,YearsOfExperince,13.08
13209,EmpScore,33.84
20487,DegreeBranch,6.45
2472,Gender,18.82
10211,NA,0.06
19262,MartialStatus,51.4
10996,NA,0.05
3716,DegreeBranch,17.1
16135,CurrentCompanyType,4.1
8691,HighestDegree,30.75
11813,Gender,13.66
23419,Gender,24.43
2599,MartialStatus,44.19
3522,DegreeBranch,3.97
22668,DegreeBranch,16.56
2851,YearsOfExperince,10.06
20916,Gender,13.96
10786,DegreeBranch,16.44
17811,DegreeBranch,19.55
11412,NA,0.05
22950,DegreeBranch,0.39
3356,NA,0.06
12885,CurrentCompanyType,0.05
19185,NA,0.05
16200,DegreeBranch,5.3
17450,YearsOfExperince,34.79
14371,NA,0.06
21702,NA,0.05
20900,DegreeBranch,12.36
13764,NA,0.05
10327,DegreeBranch,16.37
21337,YearsOfExperince,20.43
12480,NA,0.05
4743,Gender,13.54
2461,NA,0.06
11897,NA,0.06
23250,Gender,14.69
8751,DegreeBranch,18.56
3160,DegreeBranch,19.83
2294,DegreeBranch,15.17
2211,YearsOfExperince,20.92
10381,Gender,12.95
16696,NA,0.05
10239,NA,0.05
22734,YearsOfExperince,26.13
14978,NA,0.06
8431,MartialStatus,50.93
13740,MartialStatus,46.37
21930,MartialStatus,45.11
20103,HighestDegree,34.53
12519,Gender,0.05
5115,Gender,0.04
15399,DegreeBranch,21.71
19994,LatestDegreeCGPA,0.04
12668,NA,0.06
21567,HighestDegree,32.22
19054,NA,0.05
12323,NA,0.05
6777,NA,0.05
18246,YearsOfExperince,22.2
7771,Gender,17.48
24123,NA,0.05
2943,DegreeBranch,15.53
5689,Gender,5.49
15948,YearsOfExperince,27.61
2595,NA,0.05
18279,Gender,7.45
10551,NA,0.05
10857,NA,0.05
17555,Gender,13.11
19015,NA,0.04
10459,DegreeBranch,12.16
14381,HighestDegree,38.13
14864,NA,0.05
15796,NA,0.05
12178,YearsOfExperince,10.35
6384,NA,0.05
11211,Gender,20.12
4236,Gender,13.41
2784,DegreeBranch,23.54
8150,NA,0.06
5245,EmpScore,35.56
13845,NA,0.05
21317,YearsOfExperince,29.37
6945,Gender,3.26
16805,Gender,12.06
18967,Gender,17.47
12376,Gender,10.13
5071,DegreeBranch,20.84
5405,YearsOfExperince,7.23
7042,DegreeBranch,20.69
23291,NA,0.06
2758,YearsOfExperince,0.14
3731,NA,0.06
22511,MartialStatus,53.17
15969,Gender,21.61
3752,Gender,18.55
16091,MartialStatus,48.73
11966,Gender,17.74
19611,MartialStatus,49.58
23179,DegreeBranch,19.99
10883,NA,0.05
2424,NA,0.05
15854,YearsOfExperince,3.8
19660,DegreeBranch,19.05
16206,NA,0.06
15684,DegreeBranch,18.92
7861,Gender,0.05
8072,NA,0.05
17051,Gender,5.79
17037,NA,0.05
3471,Gender,17.83
24084,NA,0.05
15986,NA,0.05
3183,Gender,0.19
3534,Gender,0.79
6718,Gender,20.2
12060,NA,0.05
2240,YearsOfExperince,28.29
2238,DegreeBranch,16.96
14790,LatestDegreeCGPA,0.05
10972,YearsOfExperince,27.01
3526,YearsOfExperince,20.45
11012,Gender,24.31
18998,EmpScore,32.26
2056,Gender,0.05
18170,EmpScore,31.33
7989,Gender,16.3
20248,Gender,22.63
13482,YearsOfExperince,24.72
23338,NA,0.05
19965,DegreeBranch,18.59
18101,NA,0.06
6562,EmpScore,29.38
4277,YearsOfExperince,20.48
22520,NA,0.05
21665,NA,0.05
8059,Gender,15.46
4748,NA,0.06
5658,DegreeBranch,4.66
10945,CurrentCompanyType,1.67
4880,DegreeBranch,19.64
2207,NA,0.05
19438,NA,0.05
10833,YearsOfExperince,18.98
14033,DegreeBranch,4.82
6463,Gender,11.34
21279,CurrentCompanyType,1.33
3554,Gender,18.79
23677,NA,0.04
14614,NA,0.05
10039,NA,0.05
13566,MartialStatus,50.46
4498,DegreeBranch,15.69
7574,YearsOfExperince,25.78
6714,DegreeBranch,2.88
22126,Gender,24.54
19799,NA,0.06
21656,Gender,20.39
17749,MartialStatus,46.65
23760,NA,0.05
14578,Gender,7.84
10340,Gender,0.05
13308,YearsOfExperince,25.14
3663,YearsOfExperince,16.68
10278,NA,0.04
10781,Gender,16.67
6952,NA,0.06
24347,EmpScore,33.03
20959,EmpScore,34.24
13355,MartialStatus,47.01
2185,DegreeBranch,16.51
12386,NA,0.05
5732,CurrentCompanyType,3.32
21591,NA,0.05
18881,Gender,10.36
10973,DegreeBranch,21.25
8497,NA,0.04
14339,NA,0.05
5652,DegreeBranch,20.42
23852,MartialStatus,47.56
16883,Gender,1.48
17529,EmpScore,34.08
22288,NA,0.05
6973,DegreeBranch,18.0
8460,DegreeBranch,22.14
8232,Gender,23.17
17133,EmpScore,32.02
6085,Gender,4.03
20147,NA,0.06
11296,NA,0.05
23036,DegreeBranch,20.97
16871,EmpScore,34.72
3425,DegreeBranch,21.92
4901,DegreeBranch,19.66
17975,EmpScore,34.17
16335,NA,0.06
14599,Gender,13.12
17805,DegreeBranch,13.59
18724,DegreeBranch,24.89
12033,Gender,14.29
13440,YearsOfExperince,8.38
22301,HighestDegree,31.95
12798,Gender,14.06
20395,DegreeBranch,18.09
16052,NA,0.06
19569,Gender,20.48
23931,NA,0.05
6375,Gender,12.09
8362,EmpScore,32.44
7093,MartialStatus,45.28
16643,YearsOfExperince,23.99
16747,Gender,0.05
14449,NA,0.06
4950,YearsOfExperince,23.28
19112,NA,0.05
15212,Gender,24.7
20007,Gender,23.33
9459,Gender,17.37
3191,NA,0.06
19273,HighestDegree,41.29
21531,YearsOfExperince,25.55
19399,EmpScore,32.62
10240,NA,0.06
2164,Gender,19.92
2273,Gender,0.05
21774,NA,0.06
20895,NA,0.05
15703,Gender,16.83
16163,DegreeBranch,19.58
13208,Gender,12.3
2349,HighestDegree,36.18
10434,YearsOfExperince,21.12
20222,EmpScore,30.56
19818,DegreeBranch,19.15
7267,NA,0.05
8577,NA,0.06
2884,DegreeBranch,2.35
22665,Gender,0.05
9616,NA,0.05
12859,DegreeBranch,17.11
4658,EmpScore,36.36
11951,DegreeBranch,19.32
18132,NA,0.06
14123,YearsOfExperince,6.3
13815,NA,0.05
22326,NA,0.05
4207,YearsOfExperince,8.35
14384,NA,0.05
23809,Gender,20.46
13855,NA,0.07
6548,HighestDegree,38.96
16888,Gender,0.06
6666,YearsOfExperince,19.41
13536,YearsOfExperince,30.74
21227,YearsOfExperince,24.73
15112,DegreeBranch,14.85
8385,Gender,15.22
5136,EmpScore,30.99
9643,YearsOfExperince,18.03
4637,NA,0.05
18664,Gender,11.26
21035,DegreeBranch,25.24
20822,NA,0.05
8652,Gender,16.62
17717,NA,0.05
21890,NA,0.05
3489,NA,0.04
14077,NA,0.05
23458,NA,0.05
22336,NA,0.04
4080,DegreeBranch,17.64
20314,DegreeBranch,19.3
8842,YearsOfExperince,0.05
9834,DegreeBranch,22.14
4956,DegreeBranch,4.1
12318,NA,0.06
11916,DegreeBranch,18.84
15665,DegreeBranch,21.71
14919,Gender,7.06
12871,NA,0.05
16863,DegreeBranch,15.15
8905,DegreeBranch,18.06
10467,YearsOfExperince,16.39
9362,NA,0.05
7534,NA,0.05
18453,NA,0.05
2769,DegreeBranch,19.73
8946,NA,0.05
16468,NA,0.05
7158,YearsOfExperince,38.17
11453,DegreeBranch,4.62
7666,DegreeBranch,4.77
12246,CurrentCompanyType,0.08
9796,NA,0.06
5484,Gender,20.28
8466,Gender,4.1
2995,NA,0.07
8492,DegreeBranch,18.68
19311,NA,0.05
22195,CurrentCompanyType,0.25
14407,HighestDegree,42.87
6583,DegreeBranch,16.41
4638,NA,0.06
8724,HighestDegree,47.2
16726,Gender,13.47
14865,Gender,0.05
6901,NA,0.06
13016,YearsOfExperince,31.64
23887,NA,0.05
19755,Gender,21.3
9080,Gender,12.77
7052,Gender,14.53
5327,DegreeBranch,17.67
8201,Gender,19.81
24096,DegreeBranch,29.13
2146,NA,0.06
14042,NA,0.05
10059,CurrentCompanyType,0.31
18347,DegreeBranch,19.73
4720,HighestDegree,36.07
19514,DegreeBranch,17.72
8078,Gender,12.13
9918,Gender,1.9
22733,Gender,18.26
22671,NA,0.06
10669,NA,0.05
22056,YearsOfExperince,6.97
3644,Gender,17.17
4934,Gender,0.05
23648,Gender,13.4
8390,Gender,10.57
7228,MartialStatus,40.02
12405,YearsOfExperince,14.01
8394,EmpScore,37.13
22290,DegreeBranch,24.03
4905,DegreeBranch,16.32
14630,DegreeBranch,20.31
12457,DegreeBranch,16.42
6749,NA,0.05
23315,YearsOfExperince,13.89
9192,Gender,2.83
19128,CurrentCompanyType,0.24
22019,NA,0.05
23938,YearsOfExperince,31.33
11910,MartialStatus,57.28
4074,YearsOfExperince,30.71
6688,NA,0.05
18112,DegreeBranch,26.39
23221,CurrentCompanyType,0.06
2808,Gender,0.05
19031,NA,0.05
13761,NA,0.05
15696,DegreeBranch,18.14
11164,Gender,19.25
12052,Gender,18.68
14126,DegreeBranch,16.33
23167,Gender,23.84
18435,YearsOfExperince,24.77
20017,YearsOfExperince,26.44
11251,MartialStatus,46.33
14344,Gender,9.31
10958,HighestDegree,34.19
23135,DegreeBranch,14.37
13870,NA,0.05
2571,Gender,21.15
20837,HighestDegree,35.63
9774,DegreeBranch,5.61
16050,HighestDegree,36.48
5234,NA,0.06
4102,DegreeBranch,20.05
2134,EmpScore,32.91
19219,DegreeBranch,23.06
24113,NA,0.05
3646,CurrentCompanyType,0.05
14634,Gender,0.1
14608,NA,0.05
8295,DegreeBranch,22.38
6616,DegreeBranch,16.64
5610,DegreeBranch,25.22
12866,DegreeBranch,14.71
5167,NA,0.05
22881,DegreeBranch,15.26
10810,Gender,22.03
5146,NA,0.05
3723,NA,0.05
7466,YearsOfExperince,18.16
7439,YearsOfExperince,24.34
21672,NA,0.05
19079,NA,0.05
7117,YearsOfExperince,25.75
7284,DegreeBranch,25.23
22093,Gender,0.06
19746,EmpScore,35.35
12865,NA,0.05
21307,Gender,20.29
2965,CurrentCompanyType,0.04
7079,Gender,20.53
21017,YearsOfExperince,4.19
17504,NA,0.05
22757,MartialStatus,48.35
13910,Gender,15.3
19226,NA,0.05
21829,YearsOfExperince,25.59
4397,Gender,18.12
22910,NA,0.05
5022,YearsOfExperince,29.12
15309,DegreeBranch,22.58
17794,Gender,1.51
14797,CurrentCompanyType,0.06
5549,NA,0.05
4817,NA,0.05
8330,NA,0.04
8153,DegreeBranch,20.62
15014,DegreeBranch,17.98
24387,YearsOfExperince,32.83
10241,DegreeBranch,19.78
8117,DegreeBranch,19.23
11795,NA,0.06
5429,NA,0.05
9921,NA,0.05
19213,Gender,12.37
10451,DegreeBranch,21.07
19833,DegreeBranch,22.89
21284,NA,0.06
7559,NA,0.05
10580,CurrentCompanyType,6.98
5958,YearsOfExperince,18.47
9804,HighestDegree,42.35
7375,YearsOfExperince,15.66
22914,DegreeBranch,23.21
12623,NA,0.05
23670,NA,0.06
4191,Gender,6.76
10992,NA,0.05
23803,NA,0.05
13573,YearsOfExperince,23.63
7306,Gender,24.69
5127,Gender,16.95
21302,LatestDegreeCGPA,0.05
17400,NA,0.05
22967,YearsOfExperince,24.24
16996,Gender,12.01
19536,YearsOfExperince,30.3
14100,DegreeBranch,16.6
17518,Gender,6.92
14175,NA,0.05
20756,YearsOfExperince,25.32
21837,Gender,25.21
12197,NA,0.04
20633,Gender,13.32
20725,Gender,19.19
19972,Gender,0.05
18094,DegreeBranch,15.77
2303,DegreeBranch,2.07
7822,Gender,0.05
6875,Gender,20.26
5611,DegreeBranch,20.04
7001,DegreeBranch,18.0
13895,DegreeBranch,18.16
19403,Gender,5.8
5834,DegreeBranch,16.06
24381,DegreeBranch,18.73
19553,YearsOfExperince,24.66
20607,DegreeBranch,19.41
4396,YearsOfExperince,33.09
10313,DegreeBranch,16.09
9089,Gender,0.05
13968,NA,0.05
12537,Gender,12.84
4444,YearsOfExperince,28.4
3370,DegreeBranch,19.27
12125,NA,0.06
20539,NA,0.04
17377,YearsOfExperince,35.53
6669,Gender,13.03
7830,DegreeBranch,19.89
20629,NA,0.06
11647,HighestDegree,47.3
12559,NA,0.06
15669,DegreeBranch,15.19
17627,NA,0.04
8919,Gender,20.19
5895,NA,0.05
9509,NA,0.05
14247,NA,0.05
5034,DegreeBranch,23.66
17108,MartialStatus,49.76
17158,NA,0.06
10508,NA,0.06
7764,CurrentCompanyType,0.05
17393,NA,0.05
19830,EmpScore,33.01
20588,Gender,2.1
15391,YearsOfExperince,26.19
10913,NA,0.04
24103,LatestDegreeCGPA,0.04
10000,EmpScore,31.28
11287,NA,0.05
5761,Gender,8.21
10085,NA,0.05
20389,NA,0.05
15358,YearsOfExperince,29.04
6879,Gender,26.22
6673,Gender,22.18
16260,YearsOfExperince,19.1
12200,YearsOfExperince,30.89
3521,YearsOfExperince,28.07
16315,DegreeBranch,18.98
6455,YearsOfExperince,11.51
24131,NA,0.05
8948,NA,0.05
6809,Gender,0.05
6367,NA,0.06
10878,EmpScore,38.07
5475,DegreeBranch,24.03
16717,Gender,0.05
6488,MartialStatus,51.08
22664,NA,0.05
22545,NA,0.06
12471,Gender,14.8
19236,DegreeBranch,11.67
15317,DegreeBranch,22.16
6397,NA,0.05
15338,NA,0.06
2411,NA,0.06
22448,NA,0.05
8456,Gender,4.23
14751,NA,0.04
24091,YearsOfExperince,26.73
9637,NA,0.05
3141,Gender,9.46
5271,Gender,18.25
9503,YearsOfExperince,27.84
18713,DegreeBranch,24.19
4425,YearsOfExperince,19.04
5744,Gender,13.83
16797,NA,0.05
9827,NA,0.05
2268,Gender,11.07
12633,NA,0.05
14054,DegreeBranch,19.57
12106,NA,0.05
3679,Gender,14.28
15024,NA,0.05
18051,Gender,19.17
17861,DegreeBranch,13.74
19681,NA,0.05
13025,NA,0.05
24093,EmpScore,30.8
5554,NA,0.06
10916,DegreeBranch,5.53
15543,YearsOfExperince,4.85
3452,NA,0.05
7919,YearsOfExperince,26.23
12381,Gender,12.49
21663,EmpScore,27.17
12863,NA,0.06
18081,NA,0.05
8067,Gender,21.53
4274,YearsOfExperince,35.32
3814,NA,0.05
21633,NA,0.06
19513,DegreeBranch,18.88
9758,NA,0.04
6162,YearsOfExperince,20.34
20984,NA,0.05
4728,DegreeBranch,2.29
24130,Gender,15.84
23322,YearsOfExperince,18.85
4430,DegreeBranch,23.1
22502,NA,0.05
21589,HighestDegree,38.98
24295,Gender,7.27
23503,Gender,11.56
6027,Gender,12.88
16279,NA,0.06
8709,YearsOfExperince,21.19
18531,EmpScore,34.3
21952,NA,0.05
10710,Gender,16.6
21551,NA,0.05
12631,Gender,12.52
21843,NA,0.05
12510,YearsOfExperince,29.57
23294,YearsOfExperince,27.48
7719,Gender,12.05
22944,NA,0.05
21081,NA,0.05
13988,YearsOfExperince,24.78
10330,DegreeBranch,4.07
13027,Gender,12.15
14443,NA,0.05
15509,NA,0.05
8413,DegreeBranch,18.94
8195,HighestDegree,40.78
20793,NA,0.05
13591,DegreeBranch,27.75
20709,DegreeBranch,14.84
13732,EmpScore,34.58
5961,YearsOfExperince,23.42
15736,DegreeBranch,14.21
19258,NA,0.04
6382,Gender,16.57
22394,DegreeBranch,18.16
3968,Gender,0.06
11859,Gender,20.44
7611,Gender,23.34
22207,EmpScore,37.02
19025,NA,0.05
6588,YearsOfExperince,32.47
5156,NA,0.05
8039,DegreeBranch,20.32
10324,YearsOfExperince,28.87
9668,NA,0.06
11745,EmpScore,38.02
14745,Gender,0.05
2906,DegreeBranch,18.49
15562,YearsOfExperince,22.2
19133,HighestDegree,33.7
17128,DegreeBranch,16.88
20903,Gender,13.68
13530,NA,0.06
24217,YearsOfExperince,28.62
10166,NA,0.05
22649,MartialStatus,53.12
24345,DegreeBranch,18.02
24354,DegreeBranch,20.63
4947,DegreeBranch,21.81
19992,HighestDegree,20.01
3169,NA,0.05
2750,CurrentCompanyType,0.06
2694,CurrentCompanyType,0.05
14839,Gender,16.23
7171,NA,0.05
5838,Gender,9.86
4517,NA,0.05
21627,HighestDegree,33.76
20076,NA,0.04
11398,Gender,18.82
2725,NA,0.05
4589,Gender,0.06
9251,Gender,0.05
23897,YearsOfExperince,33.73
2350,HighestDegree,33.76
11506,Gender,0.06
18878,HighestDegree,33.21
11362,Gender,0.04
4571,NA,0.06
23787,Gender,18.28
22773,YearsOfExperince,28.35
7760,CurrentCompanyType,0.05
22890,Gender,24.02
19326,Gender,0.27
14258,NA,0.06
17862,HighestDegree,38.33
21033,Gender,0.05
6681,Gender,14.35
13067,MartialStatus,53.06
21792,DegreeBranch,26.85
9266,CurrentCompanyType,0.06
18057,YearsOfExperince,37.25
6837,YearsOfExperince,12.49
14853,NA,0.05
19506,Gender,3.48
24141,NA,0.05
20198,NA,0.05
12147,YearsOfExperince,3.01
11290,CurrentCompanyType,5.36
15572,CurrentCompanyType,1.47
13925,MartialStatus,49.05
11378,HighestDegree,32.46
23836,YearsOfExperince,22.73
20682,Gender,3.06
12221,NA,0.05
7219,NA,0.05
7966,DegreeBranch,14.3
7776,NA,0.05
18712,YearsOfExperince,16.5
14120,DegreeBranch,15.28
9538,Gender,0.06
19444,YearsOfExperince,19.05
13820,NA,0.06
17112,DegreeBranch,20.37
16801,NA,0.05
24057,HighestDegree,35.22
14574,CurrentCompanyType,1.7
17828,NA,0.05
3605,Gender,15.47
19601,YearsOfExperince,24.26
21294,DegreeBranch,17.71
14626,DegreeBranch,5.93
3678,Gender,15.28
3888,Gender,0.11
13931,Gender,0.05
18661,DegreeBranch,7.95
19871,Gender,19.91
2742,NA,0.05
15870,NA,0.06
12136,NA,0.04
22062,DegreeBranch,21.88
17440,Gender,18.34
18088,EmpScore,33.88
3441,DegreeBranch,19.37
16366,Gender,22.97
20930,DegreeBranch,19.29
2329,NA,0.05
7523,Gender,6.92
8627,YearsOfExperince,1.15
12969,HighestDegree,22.57
6236,Gender,15.38
4337,NA,0.04
7845,Gender,12.78
16951,NA,0.05
3559,Gender,23.34
15847,Gender,11.28
8568,NA,0.05
17524,YearsOfExperince,5.82
5681,NA,0.05
11685,Gender,20.06
2821,CurrentCompanyType,0.05
6195,NA,0.05
19454,DegreeBranch,19.42
17110,NA,0.05
20053,NA,0.05
21593,NA,0.05
8331,DegreeBranch,20.61
7713,NA,0.05
20556,EmpScore,34.19
22574,DegreeBranch,19.51
4260,MartialStatus,48.41
2620,EmpScore,34.11
12845,YearsOfExperince,8.27
22591,Gender,14.02
12632,DegreeBranch,13.38
23079,DegreeBranch,16.25
16898,NA,0.05
15881,YearsOfExperince,27.17
14122,Gender,20.85
5836,YearsOfExperince,22.01
4586,DegreeBranch,20.33
4358,YearsOfExperince,21.24
10519,DegreeBranch,18.33
6450,NA,0.06
16664,YearsOfExperince,18.46
16248,Gender,13.89
2688,NA,0.05
9625,HighestDegree,36.25
21812,EmpScore,31.64
13538,YearsOfExperince,31.85
8615,NA,0.05
15852,Gender,21.83
19930,MartialStatus,53.08
23891,YearsOfExperince,27.83
10392,DegreeBranch,22.19
16712,Gender,24.48
22647,DegreeBranch,24.62
24048,HighestDegree,33.82
7641,EmpScore,33.94
12250,YearsOfExperince,1.72
3034,Gender,15.84
13995,MartialStatus,46.54
6759,EmpScore,30.16
2575,YearsOfExperince,25.63
10461,YearsOfExperince,23.79
11083,Gender,4.53
19411,YearsOfExperince,20.26
24298,HighestDegree,43.24
15490,HighestDegree,32.19
19473,NA,0.05
14391,NA,0.06
13072,HighestDegree,43.57
19171,LatestDegreeCGPA,0.04
4087,NA,0.05
8918,NA,0.06
2138,Gender,15.46
17584,DegreeBranch,18.48
14691,DegreeBranch,8.36
7174,EmpScore,35.18
12739,DegreeBranch,17.83
19105,NA,0.05
20787,YearsOfExperince,20.96
15725,YearsOfExperince,13.34
6791,DegreeBranch,15.71
19154,NA,0.05
18801,NA,0.04
17712,NA,0.05
22190,CurrentCompanyType,0.06
18123,Gender,17.75
12908,DegreeBranch,13.78
5213,NA,0.04
21348,HighestDegree,47.23
18222,NA,0.05
23255,MartialStatus,45.84
3070,Gender,10.13
3248,Gender,0.04
19260,DegreeBranch,0.05
3063,NA,0.05
16666,Gender,5.92
16048,YearsOfExperince,20.0
16361,NA,0.05
22206,DegreeBranch,14.56
11485,NA,0.05
7468,NA,0.05
9470,NA,0.05
16427,LatestDegreeCGPA,0.05
4921,YearsOfExperince,12.9
8189,NA,0.05
14697,DegreeBranch,17.18
9364,HighestDegree,35.45
17040,NA,0.05
9122,NA,0.06
4418,NA,0.05
7388,HighestDegree,37.27
17206,NA,0.06
18136,NA,0.07
14988,NA,0.05
22907,YearsOfExperince,15.83
16642,NA,0.05
19353,NA,0.06
20201,NA,0.06
2698,Gender,19.35
19122,NA,0.05
6495,Gender,1.08
5745,Gender,16.26
18763,HighestDegree,48.21
20376,Gender,21.08
3444,NA,0.05
8143,HighestDegree,34.52
17616,Gender,0.05
12337,DegreeBranch,19.16
2202,EmpScore,36.78
10255,NA,0.05
18788,DegreeBranch,19.23
17697,NA,0.06
7200,EmpScore,32.62
2935,HighestDegree,43.2
12758,Gender,2.01
4185,Gender,19.3
3342,EmpScore,33.52
2507,EmpScore,31.71
22594,EmpScore,33.53
6378,HighestDegree,35.21
18848,HighestDegree,37.97
17817,NA,0.05
23275,CurrentCompanyType,0.05
5775,DegreeBranch,20.54
23987,Gender,17.7
10931,Gender,18.67
22124,CurrentCompanyType,1.37
3445,Gender,27.27
10911,EmpScore,29.46
20967,Gender,16.48
19199,YearsOfExperince,29.52
23643,DegreeBranch,23.91
15638,Gender,0.05
3145,NA,0.05
19064,DegreeBranch,19.22
16994,NA,0.05
8119,HighestDegree,46.01
5485,DegreeBranch,22.71
19109,Gender,19.17
18619,NA,0.05
8388,NA,0.04
3125,NA,0.06
16804,DegreeBranch,22.28
16735,Gender,1.57
8674,NA,0.06
9283,YearsOfExperince,27.93
11184,NA,0.06
22821,NA,0.05
16751,CurrentCompanyType,2.25
15367,Gender,1.36
8227,YearsOfExperince,35.15
15365,NA,0.05
18972,NA,0.05
9010,DegreeBranch,11.66
17289,NA,0.05
12933,Gender,14.03
16944,MartialStatus,47.32
8935,NA,0.05
4040,HighestDegree,45.8
20671,Gender,14.74
2139,Gender,23.09
14173,HighestDegree,36.06
7045,DegreeBranch,0.17
4528,HighestDegree,42.78
6696,DegreeBranch,16.73
6867,Gender,19.74
10094,EmpScore,32.3
8406,NA,0.05
11712,EmpScore,33.45
2376,NA,0.05
4870,NA,0.05
13619,CurrentCompanyType,0.05
17115,NA,0.05
8091,Gender,18.32
15386,CurrentCompanyType,0.06
5198,Gender,10.57
11950,Gender,23.86
14325,DegreeBranch,23.22
18889,DegreeBranch,2.07
18657,YearsOfExperince,28.13
19424,DegreeBranch,22.85
11116,NA,0.06
12786,DegreeBranch,18.59
10237,Gender,6.45
16282,Gender,0.05
10014,EmpScore,32.3
23727,DegreeBranch,19.42
13970,DegreeBranch,17.4
14067,Gender,0.05
21778,EmpScore,37.38
19088,DegreeBranch,17.58
7959,Gender,21.78
23795,YearsOfExperince,27.1
20582,CurrentCompanyType,0.42
11225,NA,0.06
17587,YearsOfExperince,22.64
9797,NA,0.05
8524,NA,0.05
6144,DegreeBranch,4.81
19495,HighestDegree,33.5
6103,MartialStatus,48.54
7815,YearsOfExperince,27.81
15359,Gender,11.26
18625,DegreeBranch,19.03
3148,Gender,0.05
8678,CurrentCompanyType,0.06
9118,Gender,17.75
7124,DegreeBranch,19.16
18055,DegreeBranch,23.08
14279,DegreeBranch,20.45
5074,NA,0.05
2008,EmpScore,36.22
15144,CurrentCompanyType,5.49
5042,Gender,1.68
4461,DegreeBranch,18.01
20674,EmpScore,40.34
6142,NA,0.05
17534,DegreeBranch,23.31
13592,DegreeBranch,18.72
6536,LatestDegreeCGPA,0.04
9585,Gender,11.43
13399,NA,0.06
24357,YearsOfExperince,16.5
5376,NA,0.05
13046,NA,0.05
2433,DegreeBranch,27.14
10851,NA,0.06
5914,HighestDegree,44.59
23211,NA,0.05
17657,DegreeBranch,17.13
15802,CurrentCompanyType,0.06
10523,MartialStatus,48.11
10419,Gender,11.58
18663,HighestDegree,40.04
20489,NA,0.05
14230,NA,0.05
7188,NA,0.05
13418,CurrentCompanyType,0.06
